,Estimate!!Total housing units,Estimate!!SEX AND AGE!!Total population,Estimate!!SEX AND AGE!!Total population!!Male,Estimate!!SEX AND AGE!!Total population!!Female,Estimate!!SEX AND AGE!!18 years and over,Estimate!!SEX AND AGE!!21 years and over,Estimate!!SEX AND AGE!!65 years and over,Estimate!!SEX AND AGE!!Median age (years),"Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated","Total!!Estimate!!MARITAL STATUS!!Population 15 years and over!!Now married, except separated",Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college or associate's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!Below 100 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!100 to 149 percent of the poverty level,Total!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!Population for whom poverty status is determined!!At or above 150 percent of the poverty level,Total!!Estimate!!MEANS OF TRANSPORTATION TO WORK!!Public transportation (excluding taxicab),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes),Total!!Estimate!!Median earnings (dollars),Total!!Estimate!!HOUSEHOLDS!!Households,Join_Count,Join_Count2,Join_Count3,Join_Count4,Join_Count5,Join_Count6,Join_Count7,Join_Count8,Join_Count9,Join_Count10,Join_Count11,Join_Count12,Join_Count13,Join_Count14,Join_Count15,Join_Count16,Join_Count17,Join_Count18,Join_Count19,Join_Count20,Join_Count21,Join_Count22,Join_Count23,Join_Count24,Join_Count25,Join_Count26,Join_Count27,Join_Count28,Join_Count29,Join_Count30,Join_Count31,Join_Count32,Join_Count33,Join_Count34,Join_Count35,Join_Count36
11001007807,979,2314,1052,1262,1728,1621,243,35.5,24.0,435,29.0,442,8.3,126,6.6,101,21.3,15.4,63.3,43.3,35.6,0.0,0.0,884,0,0,1,0,0,70,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,2,0,0,0,0,1,0,0
11001007808,1639,4289,1968,2321,2945,2682,478,28.6,18.9,593,19.0,439,17.6,407,4.9,114,29.5,9.1,61.4,32.5,42.0,0.0,0.0,1383,0,0,1,0,0,84,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0
11001007809,1362,2805,1162,1643,2154,2002,397,35.3,18.3,417,24.5,469,7.7,148,10.0,192,24.3,9.4,66.2,38.3,35.5,0.0,32175.0,1175,0,0,0,0,0,42,2,0,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
11001007901,1807,3951,1802,2149,3117,2927,287,35.8,19.2,622,26.6,746,13.0,364,17.5,491,23.1,14.9,62.0,30.5,28.5,0.0,0.0,1540,0,0,2,0,0,60,5,0,8,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,6,4,2,0,0,0,0,3,2,0
11001007903,910,1825,838,987,1407,1335,210,35.3,26.6,398,20.6,248,22.5,270,17.9,215,26.8,4.6,68.6,38.1,35.1,0.0,0.0,797,0,0,1,0,0,24,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0
11001008001,1418,3184,1370,1814,2703,2699,230,35.2,42.1,1142,17.2,447,29.7,771,41.2,1070,6.5,1.1,92.4,27.4,30.8,0.0,70625.0,1363,0,0,1,0,0,16,5,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0
11001008002,1645,3546,1777,1769,3057,3012,287,35.8,40.2,1245,13.0,377,32.9,955,39.1,1133,7.2,3.4,89.4,31.3,27.7,27.7,70024.0,1599,0,0,2,0,0,40,6,1,5,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,2,0,0,2,1,0,0
11001008100,1468,3212,1630,1582,2734,2720,337,34.1,40.5,1116,9.5,246,44.8,1156,37.8,976,1.7,3.7,94.5,38.5,30.1,0.0,70793.0,1377,0,0,1,0,1,32,2,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
11001008200,1525,2929,1274,1655,2640,2396,199,30.1,31.5,834,7.6,162,41.8,887,49.6,1053,7.6,2.4,90.0,31.9,24.0,24.0,74422.0,1402,0,0,4,0,1,62,7,0,10,0,2,1,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,5,0,0,5,0,4,0
11001008301,1095,2383,1114,1269,2105,2057,140,32.7,37.1,793,5.6,101,31.7,576,56.7,1031,3.8,0.3,95.9,36.0,25.1,25.1,0.0,989,0,0,0,0,0,75,4,0,2,1,0,1,5,0,0,0,0,9,3,0,0,0,0,0,0,0,0,6,0,1,0,0,2,3,0,0
11001008302,1026,2409,1248,1161,2116,2107,279,34.3,32.4,694,8.5,165,34.6,670,47.0,909,6.5,5.2,88.2,36.8,27.3,27.3,67194.0,991,1,0,3,0,0,24,3,1,5,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,6,3,1,2,0,0,0,0,2,0
11001008402,1169,2133,766,1367,1929,1916,398,38.7,28.1,543,12.5,233,32.5,604,34.1,633,10.5,5.3,84.2,34.8,27.5,27.5,0.0,1100,0,0,4,3,1,32,3,0,9,0,0,5,0,1,0,0,1,7,2,2,0,0,0,1,0,0,2,3,1,3,0,0,0,1,0,0
11001008410,642,1355,773,582,1119,1094,132,32.7,33.7,379,18.9,188,33.9,338,32.0,319,8.5,2.1,89.4,26.5,32.3,0.0,60900.0,551,3,0,0,0,1,28,0,0,6,0,0,5,1,3,0,1,4,14,6,8,0,1,0,0,0,2,1,6,0,4,0,0,1,1,0,0
11001008701,1082,2311,1119,1192,2142,2042,222,36.2,17.0,370,14.3,269,21.6,407,26.6,501,10.7,6.6,82.7,37.0,30.4,0.0,47478.0,922,0,0,4,0,0,30,9,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,1,0,0
11001008702,850,1930,808,1122,1649,1583,194,36.6,18.2,303,25.7,364,20.1,284,20.1,285,25.3,9.3,65.4,40.8,30.1,0.0,0.0,747,0,0,6,0,0,48,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,2,0,0
11001008802,2033,4598,2224,2374,3886,3728,636,37.5,16.2,659,25.1,873,18.8,656,15.4,536,25.8,9.0,65.2,28.8,30.2,0.0,0.0,1780,0,0,2,0,0,50,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0
11001008803,662,2148,1149,999,1820,1338,34,24.9,6.0,113,20.4,219,14.9,160,9.2,99,51.8,15.6,32.6,34.2,28.3,0.0,0.0,513,4,5,4,3,0,78,5,2,2,0,8,4,4,4,0,1,2,13,0,1,3,1,0,2,2,0,16,3,1,0,0,0,14,10,0,20
11001008804,1419,2442,1370,1072,2066,1936,222,37.6,15.8,339,32.3,582,11.0,199,11.7,210,30.2,5.4,64.4,50.0,35.3,0.0,0.0,1073,0,0,2,0,0,47,5,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,2,0,0
11001008903,1699,3465,1659,1806,2589,2503,376,32.8,13.1,354,18.5,429,17.4,404,8.4,195,32.7,17.0,50.3,36.7,31.6,0.0,0.0,1452,0,0,1,0,2,18,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11001008904,1914,3046,1401,1645,2464,2337,234,41.2,20.5,527,23.2,503,9.7,211,4.8,104,24.5,12.0,63.5,41.5,31.5,0.0,0.0,1534,1,0,2,0,0,60,9,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4,0,0,2,0,3,0,0,0,0,1,0,0
11001009000,1858,3049,1143,1906,2516,2476,921,50.1,23.3,598,24.9,600,14.7,354,13.4,323,17.5,8.6,73.9,23.9,31.7,0.0,0.0,1731,1,0,0,0,0,96,3,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,2,4,0,2,12,0,0,0,0,0,0,0,0,0
11001009102,2109,5288,2175,3113,3739,3477,431,28.9,15.7,638,30.0,931,15.9,494,9.2,285,28.1,10.3,61.6,45.8,32.6,0.0,0.0,1976,3,0,2,0,1,148,0,4,2,0,3,0,0,4,0,0,0,0,1,2,0,0,0,2,0,2,4,12,4,0,0,1,3,4,0,0
11001009201,861,2261,1123,1138,1912,1661,206,32.3,16.8,328,12.9,184,12.9,184,37.4,532,21.0,10.7,68.3,45.6,29.3,0.0,0.0,768,0,0,2,2,0,97,17,1,1,0,0,1,1,1,0,0,1,3,0,0,1,1,0,0,0,1,0,5,1,3,0,0,1,0,6,0
11001009203,1304,2612,1281,1331,2174,2113,263,35.1,20.5,469,21.3,386,26.2,475,23.1,420,18.6,7.8,73.7,43.3,32.7,32.7,0.0,1020,0,4,0,0,0,12,0,2,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
11001009204,1456,2785,1296,1489,2170,2067,438,37.4,28.5,634,25.7,513,9.4,187,7.3,145,41.1,10.2,48.7,60.8,36.3,36.3,0.0,1315,2,0,1,0,0,36,6,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,1,0,0
11001009301,1231,3204,1552,1652,2600,2538,545,40.0,38.3,1023,18.1,447,19.7,486,34.5,852,7.9,7.7,84.4,36.3,30.0,0.0,0.0,1187,0,0,4,0,0,75,6,10,18,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,9,3,0,0,0,1,0,0,0
11001009302,548,1053,563,490,911,881,169,38.4,37.4,343,21.5,185,17.8,153,19.1,164,7.0,2.3,90.7,37.3,28.4,28.4,55274.0,473,0,0,0,0,0,51,0,3,4,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,4,0,0
11001009400,1839,4850,2457,2393,3904,3701,873,42.1,33.1,1357,26.6,918,22.8,786,18.7,644,11.8,10.0,78.2,28.0,34.1,0.0,51786.0,1663,0,0,1,0,1,58,11,3,15,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,20,0,3,0,0,0,0,3,0,0
11001009501,1961,7088,3509,3579,5647,4031,441,23.3,18.1,1057,28.3,951,11.0,369,11.7,392,23.1,22.8,54.0,33.7,28.1,0.0,18720.0,1832,0,7,3,2,0,184,13,3,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,18,1,0,0,2,0,3,1,0,0
11001009503,1297,3347,1520,1827,2660,2519,620,42.3,33.2,945,22.2,527,27.8,658,33.0,783,8.9,2.5,88.7,24.5,30.4,0.0,0.0,1270,0,5,1,0,2,58,7,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,0,0
11001009504,1432,3315,1453,1862,2935,2919,930,49.0,24.8,744,23.5,647,14.7,404,21.9,602,12.4,10.9,76.7,41.7,30.0,0.0,0.0,1283,1,0,0,0,3,91,12,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,14,0,3,0,0,0,1,3,0,0
11001009505,1243,2701,1220,1481,2287,2252,669,50.6,34.3,784,19.5,419,24.0,516,14.6,313,9.7,1.7,88.6,40.6,34.5,34.5,0.0,1114,2,0,1,0,0,73,5,0,7,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,2,0,0
11001009507,615,1631,663,968,1299,1229,330,42.2,25.5,341,25.8,294,18.5,210,14.0,159,11.2,8.7,80.1,25.0,30.7,30.7,53125.0,583,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11001009508,1724,3829,1575,2254,3153,3108,653,36.5,23.9,761,33.1,947,21.2,606,19.0,542,7.7,6.5,85.8,41.0,30.7,0.0,40255.0,1617,0,0,1,0,1,75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,1,0,0,0
11001009509,1377,3485,1554,1931,2767,2738,688,35.6,30.0,853,24.8,604,20.1,491,18.7,456,4.3,9.0,86.7,43.0,29.7,0.0,41272.0,1289,0,0,0,0,0,36,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11001009601,880,2211,850,1361,1602,1495,269,34.9,15.5,274,26.2,343,8.0,105,9.3,122,43.3,8.9,47.8,35.8,32.2,0.0,27229.0,784,0,1,0,0,0,76,3,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,0,0,0,6,0,0,0
11001009602,1656,3457,1090,2367,2239,2107,202,26.9,8.8,207,24.7,482,4.1,79,1.6,32,41.5,19.2,39.3,41.0,37.2,0.0,0.0,1575,0,0,1,0,0,102,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11001009603,1800,3014,1236,1778,2494,2306,442,45.3,14.1,368,31.5,652,9.0,187,9.0,186,16.6,11.0,72.4,47.6,34.4,0.0,35956.0,1557,2,0,1,1,4,82,7,5,1,0,0,2,0,5,0,0,0,3,3,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0
11001009604,1046,2108,986,1122,1785,1744,520,48.1,18.6,343,31.1,517,11.9,198,6.7,112,9.7,9.2,81.1,29.7,33.6,0.0,38199.0,993,0,0,3,0,0,34,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0
11001009700,1327,3371,1349,2022,2390,2234,293,29.8,14.9,378,26.6,535,10.9,220,2.1,42,38.6,15.2,46.2,35.4,38.2,0.0,0.0,1154,0,0,0,0,0,88,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
11001009801,936,2159,948,1211,1341,1239,219,26.4,12.5,178,32.1,369,6.0,69,8.1,93,40.1,12.5,47.4,35.5,36.1,0.0,29107.0,801,0,0,1,0,0,38,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11001009802,886,1646,750,896,1083,972,138,30.2,14.6,165,24.2,218,9.3,84,3.9,35,49.6,8.7,41.7,59.5,48.2,0.0,34063.0,614,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001009803,1449,2733,1284,1449,2028,1871,347,32.8,14.7,312,30.6,547,5.1,92,3.2,58,45.3,8.5,46.2,36.8,36.2,0.0,0.0,1249,0,0,1,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11001009804,1110,2778,1274,1504,1997,1798,234,29.9,16.7,356,32.9,518,5.8,92,2.7,42,34.7,12.2,53.0,36.5,37.1,0.0,32385.0,1029,0,0,0,0,0,36,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,1,0,0
11001009807,1617,3043,1318,1725,2310,2126,402,39.2,20.7,513,32.9,631,9.7,187,8.1,155,33.6,6.2,60.2,40.8,34.1,0.0,40444.0,1250,0,0,2,0,0,66,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
11001009810,1224,2676,862,1814,1796,1728,134,26.9,11.8,212,40.5,636,6.7,106,1.1,18,40.4,10.8,48.9,50.1,51.7,0.0,30164.0,1160,1,0,2,0,0,49,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001009811,2145,5018,2357,2661,3502,3242,332,28.7,14.4,540,32.9,931,5.1,143,0.7,19,32.8,17.0,50.2,50.3,46.7,0.0,31422.0,1925,0,0,0,0,0,81,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0
11001009901,1117,2563,1201,1362,2167,2104,596,47.9,40.8,932,37.8,753,19.7,393,19.6,390,9.6,3.4,87.1,36.2,33.5,0.0,0.0,1031,1,4,3,1,1,72,5,2,9,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,1,0,0,0,1,0,0
11001009902,1340,2780,1269,1511,2317,2172,611,41.8,21.8,516,26.3,546,13.3,276,7.2,149,11.0,10.6,78.3,30.9,32.5,0.0,45170.0,1166,0,1,0,0,0,34,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,0,0,0
11001009903,775,1828,555,1273,1376,1330,173,39.8,21.8,324,30.6,375,14.8,181,11.6,142,17.7,12.9,69.4,24.1,36.6,0.0,46406.0,736,0,0,0,0,0,28,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11001009904,1290,2462,1063,1399,1671,1549,96,30.2,15.1,269,27.0,369,8.1,110,7.4,101,35.5,12.2,52.3,42.8,37.5,0.0,0.0,948,0,0,0,0,0,106,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
11001009905,1378,2795,1544,1251,2111,1905,185,35.4,20.0,445,22.9,407,7.1,126,7.6,136,26.9,7.4,65.7,30.5,35.4,0.0,43224.0,1086,0,0,0,0,0,78,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
11001009906,777,1521,668,853,1165,1118,204,36.1,25.7,333,25.7,274,8.2,88,7.1,76,27.0,8.5,64.5,53.6,37.0,0.0,37198.0,667,0,0,0,0,0,40,3,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11001009907,1239,2890,1380,1510,2080,1903,191,31.0,9.8,210,28.6,489,5.4,92,3.6,62,37.8,14.4,47.9,35.7,40.2,0.0,34738.0,1142,0,0,0,0,0,50,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
11001010100,2051,2624,1244,1380,2519,2486,346,35.9,23.7,601,9.6,216,30.5,682,49.2,1101,13.1,1.2,85.6,28.4,21.9,0.0,77277.0,1858,23,33,11,1,2,6,2,7,9,1,20,8,21,37,0,1,3,41,4,3,0,0,2,0,0,0,0,25,1,25,0,0,30,5,0,0
11001010200,1568,2537,1069,1468,2332,2332,422,36.8,39.2,916,13.6,298,28.4,620,46.0,1006,6.9,1.7,91.3,46.9,25.3,25.3,0.0,1361,0,16,19,4,3,81,6,3,8,0,10,5,10,11,0,2,1,12,2,0,2,1,0,1,3,0,16,33,3,32,0,0,20,10,4,0
11001010300,1301,3462,1832,1630,2824,2715,475,39.9,38.8,1122,22.5,567,18.9,476,25.7,649,21.6,11.1,67.4,47.7,35.4,0.0,40221.0,1193,1,0,0,0,0,132,7,1,2,0,1,1,1,6,0,0,0,4,4,1,0,0,3,1,0,0,0,4,0,3,0,0,2,2,0,0
11001010400,1798,4474,2227,2247,3293,3166,376,35.4,15.4,544,32.1,901,14.5,406,8.3,234,31.3,9.2,59.4,38.3,37.3,0.0,0.0,1590,0,0,1,0,1,134,3,2,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,2,1,4,4,0,0,0,2,0,0
11001010500,2322,3418,1649,1769,3279,3173,364,35.9,27.6,913,12.5,365,36.1,1054,34.2,997,12.2,4.5,83.3,47.6,28.0,28.0,65811.0,2249,0,0,3,0,0,156,1,7,4,0,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,9,0,13,0,0,6,0,0,0
11001010600,2890,5783,3122,2661,5309,5253,265,30.8,23.8,1274,8.5,388,38.6,1773,41.0,1882,15.3,4.1,80.6,44.5,29.2,0.0,0.0,2628,4,8,20,0,4,121,6,4,11,1,2,5,10,28,0,0,0,18,1,1,1,1,2,5,0,0,7,83,3,13,0,0,15,3,0,0
11001010700,1282,1821,810,1011,1812,1757,136,28.8,15.6,282,5.6,73,31.8,416,53.0,694,20.3,4.9,74.8,35.1,24.2,0.0,0.0,1133,62,0,27,1,7,144,18,16,2,0,23,14,40,63,2,0,13,90,19,22,2,0,7,0,0,0,1,47,2,54,0,1,47,10,0,0
11001010800,1100,6289,2900,3389,6216,2374,120,20.1,2.0,126,13.2,115,31.4,274,50.1,437,38.1,11.1,50.8,26.9,19.2,0.0,0.0,959,7,95,33,4,3,55,24,10,4,0,6,0,20,18,0,0,2,18,4,2,4,0,0,2,0,0,2,26,1,68,18,0,39,2,14,10
11001010900,1448,4275,1784,2491,2933,2341,164,22.7,8.8,280,22.7,428,8.8,166,5.0,94,48.7,15.6,35.7,40.2,33.7,0.0,0.0,1222,0,0,1,0,0,261,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
11001011000,2582,3552,1696,1856,3341,3290,863,47.0,25.2,846,12.7,392,29.3,906,54.8,1694,3.7,2.7,93.6,42.2,27.7,0.0,64952.0,2337,0,0,0,0,0,116,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,2,0
11001011100,1888,5490,2550,2940,4379,4194,929,41.7,22.2,1003,23.9,948,23.6,933,10.2,405,20.7,7.8,71.5,27.2,29.0,29.0,0.0,1734,1,4,4,0,0,471,11,6,19,0,5,2,2,8,0,0,0,5,0,0,1,0,1,0,0,0,21,1,1,2,0,0,13,12,0,0
